from_stop_id,from_trip_id,to_stop_id,to_trip_id,transfer_type
NSR:Quay:51886,SKY:ServiceJourney:50E-179600-16807472,NSR:Quay:51886,SKY:ServiceJourney:53-179600-16807346,1
NSR:Quay:56166,SKY:ServiceJourney:496-178712-17093030,NSR:Quay:56166,SKY:ServiceJourney:499-178712-17092986,1
NSR:Quay:52077,SKY:ServiceJourney:460-180503-17087025,NSR:Quay:52078,SKY:ServiceJourney:471-180503-17086726,1
NSR:Quay:58838,SKY:ServiceJourney:940-180706-16406830,NSR:Quay:58838,SKY:ServiceJourney:934-180706-16406806,1
NSR:Quay:51886,SKY:ServiceJourney:50E-180400-17336268,NSR:Quay:51886,SKY:ServiceJourney:53-180400-17336069,1
NSR:Quay:57719,SKY:ServiceJourney:902-179341-17163358,NSR:Quay:57719,SKY:ServiceJourney:900-179341-17163272,1
NSR:Quay:56538,SKY:ServiceJourney:499-178551-17093008,NSR:Quay:56538,SKY:ServiceJourney:496-178551-17093040,1
NSR:Quay:102566,SKY:ServiceJourney:320-178194-16814397,NSR:Quay:102565,SKY:ServiceJourney:300-178194-16974698,1
NSR:Quay:51886,SKY:ServiceJourney:50E-173492-16071073,NSR:Quay:51886,SKY:ServiceJourney:53-173492-16070900,1
NSR:Quay:50561,SKY:ServiceJourney:457-178509-17092114,NSR:Quay:50567,SKY:ServiceJourney:450-178509-17092078,1
NSR:Quay:49644,SKY:ServiceJourney:740-179596-15994830,NSR:Quay:49644,SKY:ServiceJourney:600-179596-16995077,1
NSR:Quay:105124,SKY:ServiceJourney:631-180240-16409988,NSR:Quay:105124,SKY:ServiceJourney:631-180240-16409990,1
NSR:Quay:49625,SKY:ServiceJourney:600-180400-17335768,NSR:Quay:49626,SKY:ServiceJourney:601-180400-17336962,1
NSR:Quay:99593,SKY:ServiceJourney:37-179645-17245149,NSR:Quay:53415,SKY:ServiceJourney:27-179645-17244712,1
NSR:Quay:102566,SKY:ServiceJourney:326-179219-17155391,NSR:Quay:102565,SKY:ServiceJourney:300-179219-17155492,1
NSR:Quay:58003,SKY:ServiceJourney:912-179548-17258038,NSR:Quay:58003,SKY:ServiceJourney:910-179548-17257977,1
NSR:Quay:53541,SKY:ServiceJourney:991-178237-16985796,NSR:Quay:53541,SKY:ServiceJourney:990-178237-16407104,1
NSR:Quay:54885,SKY:ServiceJourney:1027-169761-15161279,NSR:Quay:54885,SKY:ServiceJourney:1027-169761-15161282,1
NSR:Quay:102566,SKY:ServiceJourney:300-179580-16974007,NSR:Quay:102566,SKY:ServiceJourney:320-179580-16974056,1
NSR:Quay:49643,SKY:ServiceJourney:600-178162-17333440,NSR:Quay:49643,SKY:ServiceJourney:606-178162-16972985,1
NSR:Quay:51837,SKY:ServiceJourney:22-178874-15994630,NSR:Quay:51837,SKY:ServiceJourney:50E-178874-15994623,1
NSR:Quay:49625,SKY:ServiceJourney:603-179590-15993541,NSR:Quay:49626,SKY:ServiceJourney:600-179590-16995045,1
NSR:Quay:53047,SKY:ServiceJourney:495-178551-17093077,NSR:Quay:53044,SKY:ServiceJourney:491-178551-17093125,1
NSR:Quay:99593,SKY:ServiceJourney:26-179815-16769520,NSR:Quay:53416,SKY:ServiceJourney:36-179815-16768729,1
NSR:Quay:51886,SKY:ServiceJourney:50E-180400-17336255,NSR:Quay:51886,SKY:ServiceJourney:53-180400-17336072,1
NSR:Quay:49625,SKY:ServiceJourney:610-180400-17337058,NSR:Quay:49626,SKY:ServiceJourney:607-180400-17337036,1
NSR:Quay:53046,SKY:ServiceJourney:482-180507-17087739,NSR:Quay:53043,SKY:ServiceJourney:485-180507-17087885,1
NSR:Quay:51427,SKY:ServiceJourney:620-180238-16409955,NSR:Quay:51427,SKY:ServiceJourney:700-180238-16410271,1
NSR:Quay:58003,SKY:ServiceJourney:911-179548-17258074,NSR:Quay:58003,SKY:ServiceJourney:910-179548-17257979,1
NSR:Quay:56538,SKY:ServiceJourney:496-180479-17340257,NSR:Quay:56538,SKY:ServiceJourney:485-180479-17340142,1
NSR:Quay:53047,SKY:ServiceJourney:499-180501-17087358,NSR:Quay:53044,SKY:ServiceJourney:491-180501-17086787,1
NSR:Quay:58351,SKY:ServiceJourney:312-179219-17155871,NSR:Quay:58351,SKY:ServiceJourney:311-179219-17155572,1
NSR:Quay:53047,SKY:ServiceJourney:499-180507-17087351,NSR:Quay:53047,SKY:ServiceJourney:493-180507-17087582,1
NSR:Quay:51886,SKY:ServiceJourney:50E-178872-15994550,NSR:Quay:51886,SKY:ServiceJourney:53-178872-16885954,1
NSR:Quay:58337,SKY:ServiceJourney:300-180314-17305814,NSR:Quay:58336,SKY:ServiceJourney:310-180314-17305908,1
NSR:Quay:51229,SKY:ServiceJourney:442-178712-17093455,NSR:Quay:51230,SKY:ServiceJourney:450-178712-17092915,1
NSR:Quay:50561,SKY:ServiceJourney:450-180503-17087236,NSR:Quay:50561,SKY:ServiceJourney:455-180503-17086909,1
NSR:Quay:56538,SKY:ServiceJourney:499-178551-17092997,NSR:Quay:56538,SKY:ServiceJourney:495-178551-17093099,1
NSR:Quay:58846,SKY:ServiceJourney:925-176164-16428765,NSR:Quay:58846,SKY:ServiceJourney:934-176164-16428922,1
NSR:Quay:51885,SKY:ServiceJourney:53-178874-16879297,NSR:Quay:51885,SKY:ServiceJourney:50E-178874-15994515,1
NSR:Quay:53046,SKY:ServiceJourney:481-180509-17087400,NSR:Quay:53047,SKY:ServiceJourney:493-180509-17087587,1
NSR:Quay:53047,SKY:ServiceJourney:499-180507-17087358,NSR:Quay:53046,SKY:ServiceJourney:484-180507-17087786,1
NSR:Quay:49625,SKY:ServiceJourney:603-178162-16972971,NSR:Quay:49626,SKY:ServiceJourney:600-178162-17333398,1
NSR:Quay:57612,SKY:ServiceJourney:900-179978-17286196,NSR:Quay:57612,SKY:ServiceJourney:901-179978-16768549,1
NSR:Quay:53047,SKY:ServiceJourney:495-180501-17087438,NSR:Quay:53046,SKY:ServiceJourney:485-180501-17087902,1
NSR:Quay:49625,SKY:ServiceJourney:603-173465-16069458,NSR:Quay:49626,SKY:ServiceJourney:600-173465-16069095,1
NSR:Quay:51229,SKY:ServiceJourney:442-180505-17086984,NSR:Quay:51230,SKY:ServiceJourney:450-180505-17087259,1
NSR:Quay:51885,SKY:ServiceJourney:53-178162-16971703,NSR:Quay:51885,SKY:ServiceJourney:50E-178162-16972074,1
NSR:Quay:58338,SKY:ServiceJourney:313-179219-17155427,NSR:Quay:58338,SKY:ServiceJourney:300-179219-17155489,1
NSR:Quay:57561,SKY:ServiceJourney:901-179876-17257932,NSR:Quay:57562,SKY:ServiceJourney:901-179876-17257936,1
NSR:Quay:49625,SKY:ServiceJourney:600-179590-16995153,NSR:Quay:49626,SKY:ServiceJourney:607-179590-15993517,1
NSR:Quay:99593,SKY:ServiceJourney:36-180583-16768706,NSR:Quay:53415,SKY:ServiceJourney:27-180583-16768356,1
NSR:Quay:49643,SKY:ServiceJourney:600-179053-17137117,NSR:Quay:49643,SKY:ServiceJourney:606-179053-17138374,1
NSR:Quay:49643,SKY:ServiceJourney:610-180400-17337061,NSR:Quay:49643,SKY:ServiceJourney:740-180400-17336107,1
NSR:Quay:52077,SKY:ServiceJourney:460-180505-17087065,NSR:Quay:52078,SKY:ServiceJourney:471-180505-17086708,1
NSR:Quay:49644,SKY:ServiceJourney:606-179602-16005723,NSR:Quay:49644,SKY:ServiceJourney:600-179602-17334345,1
NSR:Quay:49625,SKY:ServiceJourney:610-178874-15993442,NSR:Quay:49626,SKY:ServiceJourney:603-178874-15993556,1
NSR:Quay:51227,SKY:ServiceJourney:460-180479-17340011,NSR:Quay:51228,SKY:ServiceJourney:448-180479-17339817,1
NSR:Quay:56538,SKY:ServiceJourney:497-180509-17087776,NSR:Quay:56538,SKY:ServiceJourney:496-180509-17087615,1
NSR:Quay:53047,SKY:ServiceJourney:495-180509-17087438,NSR:Quay:53046,SKY:ServiceJourney:484-180509-17087811,1
NSR:Quay:49505,SKY:ServiceJourney:631-175842-16419887,NSR:Quay:49505,SKY:ServiceJourney:700-175842-16420083,1
NSR:Quay:58003,SKY:ServiceJourney:910-179548-17257966,NSR:Quay:58003,SKY:ServiceJourney:910-179548-17258023,1
NSR:Quay:55121,SKY:ServiceJourney:460-180501-17087101,NSR:Quay:55121,SKY:ServiceJourney:441-180501-17087147,1
NSR:Quay:49644,SKY:ServiceJourney:740-179590-15994828,NSR:Quay:49644,SKY:ServiceJourney:610-179590-15993482,1
NSR:Quay:52783,SKY:ServiceJourney:1033-171815-15136549,NSR:Quay:52783,SKY:ServiceJourney:1033-171815-15136555,1
NSR:Quay:45009,SKY:ServiceJourney:632-180240-16410020,NSR:Quay:45009,SKY:ServiceJourney:631-180240-16409973,1
NSR:Quay:53047,SKY:ServiceJourney:495-180479-17340194,NSR:Quay:53048,SKY:ServiceJourney:483-180479-17340104,1
NSR:Quay:49625,SKY:ServiceJourney:601-180550-17138332,NSR:Quay:49626,SKY:ServiceJourney:600-180550-17137034,1
NSR:Quay:53043,SKY:ServiceJourney:485-180505-17087880,NSR:Quay:53043,SKY:ServiceJourney:499-180505-17087339,1
NSR:Quay:53046,SKY:ServiceJourney:484-180507-17087786,NSR:Quay:53047,SKY:ServiceJourney:499-180507-17087358,1
NSR:Quay:102566,SKY:ServiceJourney:300-179219-17155503,NSR:Quay:102566,SKY:ServiceJourney:330-179219-17155799,1
NSR:Quay:53043,SKY:ServiceJourney:491-180503-17086762,NSR:Quay:53043,SKY:ServiceJourney:495-180503-17087425,1
NSR:Quay:51886,SKY:ServiceJourney:57-178162-16972368,NSR:Quay:51885,SKY:ServiceJourney:51-178162-16972217,1
NSR:Quay:57612,SKY:ServiceJourney:910-177298-16771107,NSR:Quay:57612,SKY:ServiceJourney:901-177298-16771064,1
NSR:Quay:57688,SKY:ServiceJourney:326-179281-15985377,NSR:Quay:57687,SKY:ServiceJourney:326-179281-15985385,1
NSR:Quay:102566,SKY:ServiceJourney:300-179580-16973996,NSR:Quay:102566,SKY:ServiceJourney:320-179580-16974089,1
NSR:Quay:49625,SKY:ServiceJourney:600-180400-17335782,NSR:Quay:49626,SKY:ServiceJourney:603-180400-17337009,1
NSR:Quay:51227,SKY:ServiceJourney:460-180503-17087024,NSR:Quay:51229,SKY:ServiceJourney:465-180503-17087536,1
NSR:Quay:102566,SKY:ServiceJourney:320-179236-17156695,NSR:Quay:102565,SKY:ServiceJourney:300-179236-17156730,1
NSR:Quay:50561,SKY:ServiceJourney:450-180479-17339972,NSR:Quay:108893,SKY:ServiceJourney:459-180479-17339846,1
NSR:Quay:53046,SKY:ServiceJourney:483-180509-17087702,NSR:Quay:53043,SKY:ServiceJourney:484-180509-17087797,1
NSR:Quay:53046,SKY:ServiceJourney:485-178511-17092478,NSR:Quay:53044,SKY:ServiceJourney:491-178511-17092556,1
NSR:Quay:49644,SKY:ServiceJourney:607-180400-17337036,NSR:Quay:49644,SKY:ServiceJourney:610-180400-17337144,1
NSR:Quay:57719,SKY:ServiceJourney:910-179876-17273017,NSR:Quay:57719,SKY:ServiceJourney:900-179876-17257872,1
NSR:Quay:55163,SKY:ServiceJourney:900-179876-17257872,NSR:Quay:55163,SKY:ServiceJourney:901-179876-17257939,1
NSR:Quay:56538,SKY:ServiceJourney:496-180479-17340257,NSR:Quay:56538,SKY:ServiceJourney:495-180479-17340173,1
NSR:Quay:52078,SKY:ServiceJourney:471-178712-17092954,NSR:Quay:52077,SKY:ServiceJourney:460E-178712-17087605,1
NSR:Quay:49625,SKY:ServiceJourney:603-179594-15993566,NSR:Quay:49626,SKY:ServiceJourney:610-179594-15993501,1
NSR:Quay:53044,SKY:ServiceJourney:493-180509-17087577,NSR:Quay:53043,SKY:ServiceJourney:495-180509-17087424,1
NSR:Quay:49982,SKY:ServiceJourney:62-179594-15993382,NSR:Quay:49982,SKY:ServiceJourney:601-179594-15993572,1
NSR:Quay:56166,SKY:ServiceJourney:493-180479-17340272,NSR:Quay:56166,SKY:ServiceJourney:495-180479-17340175,1
NSR:Quay:57719,SKY:ServiceJourney:900-179876-17257881,NSR:Quay:57719,SKY:ServiceJourney:910-179876-17273045,1
NSR:Quay:53047,SKY:ServiceJourney:495-180507-17087462,NSR:Quay:53048,SKY:ServiceJourney:482-180507-17087744,1
NSR:Quay:58338,SKY:ServiceJourney:300-178194-16974697,NSR:Quay:58336,SKY:ServiceJourney:310-178194-16975444,1
NSR:Quay:51058,SKY:ServiceJourney:620-180238-16409961,NSR:Quay:51058,SKY:ServiceJourney:552-180238-16409802,1
NSR:Quay:53043,SKY:ServiceJourney:491-178511-17092550,NSR:Quay:53043,SKY:ServiceJourney:485-178511-17092471,1
NSR:Quay:49644,SKY:ServiceJourney:607-179053-17138386,NSR:Quay:49644,SKY:ServiceJourney:600-179053-17137108,1
NSR:Quay:49625,SKY:ServiceJourney:600-180400-17335795,NSR:Quay:49626,SKY:ServiceJourney:603-180400-17337001,1
NSR:Quay:55120,SKY:ServiceJourney:441-178712-17087146,NSR:Quay:55120,SKY:ServiceJourney:460-178712-17092869,1
NSR:Quay:49625,SKY:ServiceJourney:603-178874-15993544,NSR:Quay:49626,SKY:ServiceJourney:600-178874-16995084,1
NSR:Quay:51203,SKY:ServiceJourney:620-180242-16409965,NSR:Quay:51203,SKY:ServiceJourney:559-180242-17065360,1
NSR:Quay:58338,SKY:ServiceJourney:300-178194-16974701,NSR:Quay:58336,SKY:ServiceJourney:310-178194-16975456,1
NSR:Quay:55121,SKY:ServiceJourney:450-180505-17087228,NSR:Quay:55121,SKY:ServiceJourney:441-180505-17087125,1
NSR:Quay:55120,SKY:ServiceJourney:441-178712-17087118,NSR:Quay:55120,SKY:ServiceJourney:499-178712-17092998,1
NSR:Quay:102565,SKY:ServiceJourney:300E-179580-16973930,NSR:Quay:102566,SKY:ServiceJourney:320-179580-16974094,1
NSR:Quay:52929,SKY:ServiceJourney:994-180708-16407154,NSR:Quay:52933,SKY:ServiceJourney:984-180708-16407070,1
NSR:Quay:57612,SKY:ServiceJourney:900-179341-17163293,NSR:Quay:57612,SKY:ServiceJourney:901-179341-17163468,1
NSR:Quay:49643,SKY:ServiceJourney:602-179592-15993352,NSR:Quay:49644,SKY:ServiceJourney:600-179592-16995064,1
NSR:Quay:49625,SKY:ServiceJourney:610-179592-15993409,NSR:Quay:49626,SKY:ServiceJourney:607-179592-15993514,1
NSR:Quay:50561,SKY:ServiceJourney:454-178551-17093328,NSR:Quay:50567,SKY:ServiceJourney:450-178551-17092933,1
NSR:Quay:53047,SKY:ServiceJourney:495-180507-17087481,NSR:Quay:53046,SKY:ServiceJourney:484-180507-17087782,1
NSR:Quay:49982,SKY:ServiceJourney:62-179588-15993382,NSR:Quay:49982,SKY:ServiceJourney:601-179588-15993572,1
NSR:Quay:49644,SKY:ServiceJourney:740-179594-15994834,NSR:Quay:49644,SKY:ServiceJourney:600-179594-16995053,1
NSR:Quay:49625,SKY:ServiceJourney:603-179588-15993566,NSR:Quay:49626,SKY:ServiceJourney:610-179588-15993501,1
NSR:Quay:57719,SKY:ServiceJourney:910-179341-17163401,NSR:Quay:57719,SKY:ServiceJourney:900-179341-17163295,1
NSR:Quay:53047,SKY:ServiceJourney:499-180505-17087352,NSR:Quay:53046,SKY:ServiceJourney:485-180505-17087913,1
NSR:Quay:102567,SKY:ServiceJourney:340-179276-17161582,NSR:Quay:102565,SKY:ServiceJourney:300E-179276-17158346,1
NSR:Quay:51228,SKY:ServiceJourney:445-180503-17087218,NSR:Quay:51228,SKY:ServiceJourney:442-180503-17086964,1
NSR:Quay:54885,SKY:ServiceJourney:1027-169755-15139960,NSR:Quay:54885,SKY:ServiceJourney:1027-169755-15139949,1
NSR:Quay:50561,SKY:ServiceJourney:454-178551-17093318,NSR:Quay:50567,SKY:ServiceJourney:450-178551-17092917,1
NSR:Quay:49625,SKY:ServiceJourney:600-179590-16995127,NSR:Quay:49626,SKY:ServiceJourney:601-179590-15993591,1
NSR:Quay:49625,SKY:ServiceJourney:602-180550-17138541,NSR:Quay:49626,SKY:ServiceJourney:610-180550-17138484,1
NSR:Quay:102566,SKY:ServiceJourney:300-180314-17305813,NSR:Quay:102567,SKY:ServiceJourney:340-180314-17305952,1
NSR:Quay:55120,SKY:ServiceJourney:441-180479-17340361,NSR:Quay:55120,SKY:ServiceJourney:460-180479-17340036,1
NSR:Quay:51058,SKY:ServiceJourney:554-175905-16409825,NSR:Quay:51058,SKY:ServiceJourney:620-175905-16409929,1
NSR:Quay:51885,SKY:ServiceJourney:53-179594-16879301,NSR:Quay:51885,SKY:ServiceJourney:50E-179594-15994509,1
NSR:Quay:49625,SKY:ServiceJourney:600-179594-16995120,NSR:Quay:49626,SKY:ServiceJourney:603-179594-15993558,1
NSR:Quay:49625,SKY:ServiceJourney:600-179602-17334395,NSR:Quay:49626,SKY:ServiceJourney:601-179602-16005669,1
NSR:Quay:58003,SKY:ServiceJourney:910-179548-17257966,NSR:Quay:58003,SKY:ServiceJourney:911-179548-17258060,1
NSR:Quay:51886,SKY:ServiceJourney:50E-180550-17137631,NSR:Quay:51886,SKY:ServiceJourney:53-180550-17137368,1
NSR:Quay:49644,SKY:ServiceJourney:600-180427-17338021,NSR:Quay:49644,SKY:ServiceJourney:610-180427-17338654,1
NSR:Quay:50561,SKY:ServiceJourney:450E-180509-17087715,NSR:Quay:50561,SKY:ServiceJourney:455-180509-17086907,1
NSR:Quay:56538,SKY:ServiceJourney:495-180479-17340194,NSR:Quay:56538,SKY:ServiceJourney:499-180479-17340135,1
NSR:Quay:55120,SKY:ServiceJourney:424-180509-17086734,NSR:Quay:55120,SKY:ServiceJourney:441-180509-17087106,1
NSR:Quay:58496,SKY:ServiceJourney:740-176109-17136781,NSR:Quay:58495,SKY:ServiceJourney:743-176109-17136790,1
NSR:Quay:49625,SKY:ServiceJourney:600-179596-16995086,NSR:Quay:49626,SKY:ServiceJourney:607-179596-15993508,1
NSR:Quay:53047,SKY:ServiceJourney:499-178551-17093004,NSR:Quay:53046,SKY:ServiceJourney:485-178551-17093201,1
NSR:Quay:49625,SKY:ServiceJourney:600-180400-17335772,NSR:Quay:49626,SKY:ServiceJourney:607-180400-17337034,1
NSR:Quay:56166,SKY:ServiceJourney:499-178551-17092986,NSR:Quay:56166,SKY:ServiceJourney:495-178551-17093046,1
NSR:Quay:57648,SKY:ServiceJourney:900-179978-17286246,NSR:Quay:57648,SKY:ServiceJourney:901-179978-16768533,1
NSR:Quay:99593,SKY:ServiceJourney:34-180583-16769324,NSR:Quay:53415,SKY:ServiceJourney:26-180583-16769556,1
NSR:Quay:49625,SKY:ServiceJourney:601-179594-15993579,NSR:Quay:49626,SKY:ServiceJourney:600-179594-16995073,1
NSR:Quay:51886,SKY:ServiceJourney:56-179590-15994262,NSR:Quay:51885,SKY:ServiceJourney:51-179590-15994454,1
NSR:Quay:57719,SKY:ServiceJourney:900-179554-17261438,NSR:Quay:57719,SKY:ServiceJourney:910-179554-17261446,1
NSR:Quay:51058,SKY:ServiceJourney:554-175870-16420946,NSR:Quay:51058,SKY:ServiceJourney:620-175870-16421031,1
NSR:Quay:51885,SKY:ServiceJourney:53-179588-16879301,NSR:Quay:51885,SKY:ServiceJourney:50E-179588-15994509,1
NSR:Quay:57701,SKY:ServiceJourney:930-176187-16430183,NSR:Quay:57701,SKY:ServiceJourney:925-176187-16430059,1
NSR:Quay:52078,SKY:ServiceJourney:471-180507-17086700,NSR:Quay:52077,SKY:ServiceJourney:460-180507-17087046,1
NSR:Quay:55121,SKY:ServiceJourney:460-180501-17087025,NSR:Quay:55121,SKY:ServiceJourney:441-180501-17087124,1
NSR:Quay:56538,SKY:ServiceJourney:495-180501-17087437,NSR:Quay:56538,SKY:ServiceJourney:497-180501-17087774,1
NSR:Quay:58338,SKY:ServiceJourney:313-178191-16974101,NSR:Quay:58338,SKY:ServiceJourney:300-178191-16973956,1
NSR:Quay:51664,SKY:ServiceJourney:671-180242-16410057,NSR:Quay:51664,SKY:ServiceJourney:671-180242-16410058,1
NSR:Quay:102566,SKY:ServiceJourney:320-179580-16974060,NSR:Quay:102565,SKY:ServiceJourney:300E-179580-16973906,1
NSR:Quay:51565,SKY:ServiceJourney:450-180507-17087234,NSR:Quay:51565,SKY:ServiceJourney:452-180507-17087560,1
NSR:Quay:49982,SKY:ServiceJourney:601-179592-15993584,NSR:Quay:49982,SKY:ServiceJourney:62-179592-15993376,1
NSR:Quay:51228,SKY:ServiceJourney:445-180501-17087172,NSR:Quay:51228,SKY:ServiceJourney:442-180501-17086962,1
NSR:Quay:57562,SKY:ServiceJourney:901-179548-17257935,NSR:Quay:57561,SKY:ServiceJourney:901-179548-17257930,1
NSR:Quay:49644,SKY:ServiceJourney:606-179592-15993535,NSR:Quay:49644,SKY:ServiceJourney:610-179592-15993458,1
NSR:Quay:58003,SKY:ServiceJourney:910-180583-17258014,NSR:Quay:58003,SKY:ServiceJourney:910-180583-17257968,1
NSR:Quay:53043,SKY:ServiceJourney:485-178712-17093212,NSR:Quay:53043,SKY:ServiceJourney:484-178712-17087797,1
NSR:Quay:55121,SKY:ServiceJourney:450-180501-17087285,NSR:Quay:55121,SKY:ServiceJourney:441-180501-17087127,1
NSR:Quay:99593,SKY:ServiceJourney:28-179876-17405424,NSR:Quay:53415,SKY:ServiceJourney:27-179876-16768314,1
NSR:Quay:51886,SKY:ServiceJourney:56-179588-15994254,NSR:Quay:51885,SKY:ServiceJourney:51-179588-15994479,1
NSR:Quay:54056,SKY:ServiceJourney:945-176054-17157232,NSR:Quay:54056,SKY:ServiceJourney:990-176054-16407484,1
NSR:Quay:58337,SKY:ServiceJourney:300-178194-16974757,NSR:Quay:58336,SKY:ServiceJourney:310-178194-16975443,1
NSR:Quay:52638,SKY:ServiceJourney:700-175870-16421200,NSR:Quay:52638,SKY:ServiceJourney:632-175870-16421046,1
NSR:Quay:55120,SKY:ServiceJourney:424-178551-17092784,NSR:Quay:55120,SKY:ServiceJourney:484-178551-17087805,1
NSR:Quay:54330,SKY:ServiceJourney:60-179588-15994181,NSR:Quay:54330,SKY:ServiceJourney:61-179588-15994123,1
NSR:Quay:51222,SKY:ServiceJourney:442-180505-17086991,NSR:Quay:51222,SKY:ServiceJourney:460-180505-17087043,1
NSR:Quay:58003,SKY:ServiceJourney:910-179551-17259804,NSR:Quay:58003,SKY:ServiceJourney:910-179551-17259819,1
NSR:Quay:54421,SKY:ServiceJourney:73-178872-15993971,NSR:Quay:54421,SKY:ServiceJourney:610-178872-15993493,1
NSR:Quay:49644,SKY:ServiceJourney:607-179590-15993513,NSR:Quay:49644,SKY:ServiceJourney:610-179590-15993493,1
NSR:Quay:49644,SKY:ServiceJourney:600-180444-17339159,NSR:Quay:49644,SKY:ServiceJourney:610-180444-17339488,1
NSR:Quay:55121,SKY:ServiceJourney:460-180479-17340042,NSR:Quay:55121,SKY:ServiceJourney:441-180479-17340367,1
NSR:Quay:49625,SKY:ServiceJourney:600-179596-16995113,NSR:Quay:49626,SKY:ServiceJourney:602-179596-15993357,1
NSR:Quay:53541,SKY:ServiceJourney:990-180710-16407109,NSR:Quay:53541,SKY:ServiceJourney:991-180710-16426382,1
NSR:Quay:58338,SKY:ServiceJourney:310-178191-16974200,NSR:Quay:58338,SKY:ServiceJourney:300-178191-16973947,1
NSR:Quay:57701,SKY:ServiceJourney:749-180708-16406533,NSR:Quay:57701,SKY:ServiceJourney:925-180708-16406751,1
NSR:Quay:49625,SKY:ServiceJourney:602-179588-15993368,NSR:Quay:49626,SKY:ServiceJourney:600-179588-16995080,1
NSR:Quay:58338,SKY:ServiceJourney:310-177553-15768598,NSR:Quay:58338,SKY:ServiceJourney:300-177553-15768502,1
NSR:Quay:58496,SKY:ServiceJourney:740-180011-17305370,NSR:Quay:58495,SKY:ServiceJourney:743-180011-17305384,1
NSR:Quay:53046,SKY:ServiceJourney:483-178551-17087700,NSR:Quay:53043,SKY:ServiceJourney:495-178551-17093088,1
NSR:Quay:57719,SKY:ServiceJourney:900-179978-17286203,NSR:Quay:57719,SKY:ServiceJourney:910-179978-16768454,1
NSR:Quay:54442,SKY:ServiceJourney:610-179588-15993439,NSR:Quay:54442,SKY:ServiceJourney:74-179588-15993950,1
NSR:Quay:50561,SKY:ServiceJourney:450E-180503-17087715,NSR:Quay:108893,SKY:ServiceJourney:458-180503-17087728,1
NSR:Quay:49643,SKY:ServiceJourney:600-173465-16069184,NSR:Quay:49643,SKY:ServiceJourney:740-173465-16069236,1
NSR:Quay:50561,SKY:ServiceJourney:450-180503-17087272,NSR:Quay:50561,SKY:ServiceJourney:455-180503-17086907,1
NSR:Quay:51885,SKY:ServiceJourney:53-179600-16807317,NSR:Quay:51885,SKY:ServiceJourney:50E-179600-16807489,1
NSR:Quay:50561,SKY:ServiceJourney:450-180507-17087232,NSR:Quay:108890,SKY:ServiceJourney:457-180507-17087836,1
NSR:Quay:50967,SKY:ServiceJourney:620-180244-16409953,NSR:Quay:50967,SKY:ServiceJourney:620-180244-16409954,1
NSR:Quay:102565,SKY:ServiceJourney:300E-179281-17160915,NSR:Quay:102566,SKY:ServiceJourney:320-179281-15985122,1
NSR:Quay:58337,SKY:ServiceJourney:300-178194-16974724,NSR:Quay:58336,SKY:ServiceJourney:310-178194-16975406,1
NSR:Quay:102566,SKY:ServiceJourney:300-179281-17160972,NSR:Quay:102566,SKY:ServiceJourney:320-179281-15985122,1
NSR:Quay:51886,SKY:ServiceJourney:57-179594-15994205,NSR:Quay:51885,SKY:ServiceJourney:51-179594-15994496,1
NSR:Quay:51427,SKY:ServiceJourney:700-175870-16421200,NSR:Quay:51427,SKY:ServiceJourney:620-175870-16421009,1
NSR:Quay:58338,SKY:ServiceJourney:310-178200-16975470,NSR:Quay:58338,SKY:ServiceJourney:300-178200-16975496,1
NSR:Quay:102566,SKY:ServiceJourney:300-179219-17155513,NSR:Quay:102566,SKY:ServiceJourney:330-179219-17155789,1
NSR:Quay:51228,SKY:ServiceJourney:445-180503-17087165,NSR:Quay:51228,SKY:ServiceJourney:442-180503-17086988,1
NSR:Quay:52077,SKY:ServiceJourney:475-180509-17086886,NSR:Quay:52077,SKY:ServiceJourney:460E-180509-17087608,1
NSR:Quay:58337,SKY:ServiceJourney:300-179219-17155509,NSR:Quay:58336,SKY:ServiceJourney:310-179219-17155725,1
NSR:Quay:49625,SKY:ServiceJourney:600-180400-17335801,NSR:Quay:49626,SKY:ServiceJourney:601-180400-17336969,1
NSR:Quay:53046,SKY:ServiceJourney:481-180507-17087374,NSR:Quay:53047,SKY:ServiceJourney:497-180507-17087775,1
NSR:Quay:58003,SKY:ServiceJourney:910-179815-17268190,NSR:Quay:58003,SKY:ServiceJourney:910-179815-17268189,1
NSR:Quay:53046,SKY:ServiceJourney:484-180507-17087787,NSR:Quay:53044,SKY:ServiceJourney:490-180507-17086941,1
NSR:Quay:49625,SKY:ServiceJourney:600-179590-16995117,NSR:Quay:49626,SKY:ServiceJourney:603-179590-15993556,1
NSR:Quay:49674,SKY:ServiceJourney:35-179551-17135905,NSR:Quay:49674,SKY:ServiceJourney:36-179551-16770762,1
NSR:Quay:54056,SKY:ServiceJourney:925-176054-17157212,NSR:Quay:54056,SKY:ServiceJourney:945-176054-17157238,1
NSR:Quay:51886,SKY:ServiceJourney:51-179596-15994500,NSR:Quay:51886,SKY:ServiceJourney:57-179596-15994252,1
NSR:Quay:53047,SKY:ServiceJourney:495-180507-17087437,NSR:Quay:53046,SKY:ServiceJourney:485-180507-17087901,1
NSR:Quay:49625,SKY:ServiceJourney:601-179592-15993586,NSR:Quay:49626,SKY:ServiceJourney:600-179592-16995041,1
NSR:Quay:102566,SKY:ServiceJourney:300-178194-16974756,NSR:Quay:102567,SKY:ServiceJourney:340-178194-17161580,1
